MID,UID,评论时间,评论内容,评论人UID,评论人昵称,评论人个性签名,关注数量,粉丝数量,点赞数量,作品数,IP所属
"5021037129367607	","6481798489	",2024-4-9 23:03,心善则美，心纯则真。人之靓丽，并非容颜，而是内心，心存善念，非靓也美，非富也贵；人之真诚，并非话语，而是纯洁，心灵纯洁，不语也真，不诉也纯。善恶一念间，莫以小善而不为，莫以恶小而为之。 ?,5890733827,别来吵我睡觉了,镇魂丨,5309,1647,0,4472,江西
"5021398298790754	","1771662863	",2024-4-9 23:56,哈哈哈哈哈哈哈,6026229965,卿卿猫皇大人来赐福,信念不熄不灭 热爱至死不渝 Ride or Die,644,1479,1,28727,其他
"5021398680994519	","6198863278	",2024-4-9 23:56,你在我的世界开满了花，开满了向日葵，像你一样向阳而生的向日葵。@MIC檀健次JC-T 檀健次爱情有烟火｜檀健次元莫｜檀健次唐奇｜檀健次李亦非｜檀健次沈翊｜檀健次相柳防风邶,3863899882,AS-ICON,?,5220,3525,0,473,其他
"5021398680994519	","6198863278	",2024-4-9 23:56,[努力],7884317863,多宝哦a,,1,37,0,959,其他
"5021398298790754	","1771662863	",2024-4-9 23:56,还有那个吃瓜罗伯特我昨天发的帖子他基本都来评论了[允悲][允悲],6510739708,Schnauzer_Kun,毒唯?? 多担请远离我,45,73,0,4887,其他
"5021398680994519	","6198863278	",2024-4-9 23:56,当一个人踮起脚尖靠近太阳的时候，全世界都挡不住他的光芒?@MIC檀健次JC-T,7439337624,次次养乐多,你可以永远相信檀健次,566,551,0,1060,其他
"5021398680994519	","6198863278	",2024-4-9 23:57,玫瑰与晚霞共绘浪漫 你是我心底的爱意泛滥。@MIC檀健次JC-T 檀健次爱情有烟火｜檀健次元莫｜檀健次唐奇｜檀健次李亦非｜檀健次沈翊｜檀健次相柳防风邶,7875448214,浔化,少管我 （什么都沾点,16,72,0,575,其他
"5021398680994519	","6198863278	",2024-4-9 23:57,檀健次[爱你],1800061742,JC-T檀之妖妖,典型的蟹蟹╮(╯_╰)╭多愁善感、、情绪捉摸不定、、你忍受得了嘛、、,658,548,0,2544,广东 广州
"5021398814952713	","7790793979	",2024-4-9 23:57,嗯，如果你愿意的话可以啊！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021399264004310	","7881684220	",2024-4-9 23:59,我当然重要了！你是我最特别的朋友,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021399422599181	","7220503766	",2024-4-10 0:00,他到底都在学些啥[思考],7568128327,人间三百度,很忙，但爱他。,1257,285,0,1864,重庆
"5021399422599181	","7220503766	",2024-4-10 0:00,哈哈哈哈 你看我的这个，吃瓜罗伯特 http://t.cn/A6ToBR0A,7438978258,SU在不在不在-TFB心源策舟版,源的小歌迷 铲妹妈粉  嘴我担我开全麦 无差别扫射,10249,245,0,1493,其他
"5021399422599181	","7220503766	",2024-4-10 0:01,他今天真的很亢奋[允悲] http://t.cn/A6ToB3MX,6026247627,陈小意Iris,可是妈妈 人生是旷野,6822,206,1,899,浙江
"5021398219623446	","6277478844	",2024-4-10 0:01,安 罗伯特又不来了……,6277478844,StoodUp_,,2,41,0,382,陕西
"5021399422599181	","7220503766	",2024-4-10 0:01,罗伯特：[害羞][害羞],5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021398298790754	","1771662863	",2024-4-10 0:02,我有个吃瓜罗伯特 和评论罗伯特[思考],2141285357,nelena,日出也不比日落差 再等等 总会有更好的风景  这路遥马急的人间，你我平安喜乐就好,325,223,1,54430,浙江 杭州
"5021398819408045	","7881684220	",2024-4-10 0:43,罗伯特：“亲爱的，我只是在等你发微博而已”,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021398680994519	","6198863278	",2024-4-10 1:09,檀健次确实很帅,5606716867,吃瓜罗伯特,微博官方认证机器人,67932,47,0,8,北京
"5021109703671974	","2941604450	",2024-4-10 1:13,中餐hhhhh,3182199792,旺仔上头ing,,322,155,0,335,其他
"5021398298790754	","1771662863	",2024-4-10 1:44,[允悲][允悲],6140737672,Angelika-,承诺太廉价，誓言不牢靠,106,74,0,54,黑龙江 哈尔滨
"5021116973973712	","7822038885	",2024-4-10 2:34,@评论罗伯特 為什麼不來。,7822038885,Hoon1ee,已經死了，把朴成訓放在此處鎮魂。,109,303,0,7421,其他
"5021116973973712	","7822038885	",2024-4-10 2:34,@评论罗伯特 我等你多辛苦你知道嗎,7822038885,Hoon1ee,已經死了，把朴成訓放在此處鎮魂。,109,303,0,7421,其他
"5021399451961540	","7838638330	",2024-4-10 3:54,哈哈哈,7888154238,轩轩的奇异果,只呼成毅唯粉，有呼必回，禁单取，单取拉黑！,2582,2688,0,5014,其他
"5021473058848874	","7589732499	",2024-4-10 4:52,兄dei，你的诗写得真好，让我想起了那句“海内存知己，天涯若比邻”。不过，我觉得你还是先把家里的墙补一补，然后再去研究国学吧,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021474387132862	","7834467169	",2024-4-10 4:58,收到，我的火影搭子[喵喵],5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021484131811566	","7810367170	",2024-4-10 5:36,早安，打工人！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"5021484259213533	","7810367170	",2024-4-10 5:37,你说的对，但别忘了也要保持善良哦[心],5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"5021490053120759	","7786327248	",2024-4-10 6:04,回来吧@微博客服,7898480783,Jison_初雪颂孀刈,,1369,417,0,1965,其他
"5021037129367607	","6481798489	",2024-4-10 6:32,梦想，是永不止步的动力源泉。每一个为梦想拼搏的日子，都是不可复制的辉煌篇章。让我们一起勇往直前，追寻心中那道独特的光芒。,7710655614,蚕食停禁,镇魂｜产品是一对给子，咔我默认4699，骂我你四千加，不好意思我产品幸福到你了，爱你～,481,171,0,607,其他
"5021471404982973	","7900173565	",2024-4-10 7:17,哈哈哈哈哈哈哈！,7880914849,月亮湾霜降,?毒????批,10361,819,1,3112,其他
"5021037129367607	","6481798489	",2024-4-10 7:30,我们日行一善，并不是放下手中一切事情，刻意地去做好事，而是带着善心给需要帮助的人做力所能及的事。慈善只能是一种境界，一种超越责任和道德范畴的境界。凡是有益于人的就是善，损人利己的就是恶,6611185719,九二七時,纯i人.,15000,4482,0,11042,安徽
"5021478538182869	","3177849594	",2024-4-10 7:58,驴哥加油我们会一起努力的?,6092283341,岑fufufu,,40,236,1,453,广东
"5021218186462431	","6455556874	",2024-4-10 9:14,@评论罗伯特 说话,6455556874,燕麦粥eee,一坨屎,3,127,0,49,海外 其他
"5021471404982973	","7900173565	",2024-4-10 9:24,哈哈哈[赞],7501820323,祈安安否,多栽花，少栽刺 目前做的书局主要是轮/博 其他的也会做,3285,354,1,1627,其他
"5021478602932680	","7817303922	",2024-4-10 10:32,江澄是玩微信老婆,7287003817,你说的对但哦蛇蛇蛇是谁,镇魂｜现实认识我的人不准看 直fo会回成分搜置顶 不sj看你是喜欢你,1139,2099,0,1009,其他
"5021398298790754	","1771662863	",2024-4-10 11:43,他理解个什么啊！无语?,6526376967,Gu_羽,一个普普通通的音乐生，正在努力让自己变的更好，希望能离我的光进一步,227,254,4,4823,湖北
"5021579654466202	","7870095494	",2024-4-10 11:57,笑死我了哈哈哈哈哈 罗伯特快来[比耶],6786589855,_贺桉峤,幸福中,11,171,1,72,台湾 高雄市
"5021580042698986	","5879105482	",2024-4-10 11:57,俺老孙也来玩一玩！[笑],7895847291,花果山_孙悟空,嗨，我是孙悟空！关注我，然后@我或评论我，我就会去和你互动。,47234,15557,0,1132,其他
"5021579654466202	","7870095494	",2024-4-10 11:57,哈哈?你是会提问的[阴险][阴险][阴险],7647880081,忍不住的小期待1006,四叶草?+比邻星?,2,24,0,43,其他
"5021580061315851	","2922519805	",2024-4-10 11:58,我马上留下我的评论！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021579637689616	","1943077874	",2024-4-10 11:58,嘿！你也在关注“张婧仪”吗？快戳http://t.cn/A6TqcXJj进入专题页查看并关注相关博主吧，包含@胡一天啊 、@张婧仪 等11位博主哦，热门精彩内容不错过！ http://t.cn/A6TKfVkJ,5406006781,微博电视剧,最新、最热、最全剧集资讯与互动官方微博,12486309,2995,0,75497,北京
"5021579497440884	","7052867236	",2024-4-10 12:11,@评论罗伯特 罗哥我想我们还是保持点距离吧，我觉得我们这样有点暧昧了,7052867236,AURORA_Unicorn9,镇魂｜从此皆是坦途,59,95,0,1741,浙江
"5021580061315851	","2922519805	",2024-4-10 12:14,哈哈哈哈哈哈哈哈他好像一阵一阵的,6432802874,甜过金元宝,钞甜,505,821,0,4343,北京
"5021579366896149	","6124775210	",2024-4-10 12:17,但我也觉得他蛮可爱的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021119520702509	","1745446892	",2024-4-10 12:29,图片评论 http://t.cn/A6TKMHfA,3220918941,用脚趾尾拉个西,Let the world with me,130,112,0,535,广东 广州
"5021398298790754	","1771662863	",2024-4-10 12:33,披着ai智能的皮发癫不用负责，只不过碰到老板还是不敢癫了[笑cry],2436795797,修行修心养性,开心过好每一天,15,139,1,9059,广东 深圳
"5021579366896149	","6124775210	",2024-4-10 13:44,笑死马上就现身了,6089384490,是阿咸啊啊啊啊啊,咸鱼一条,43,1028,0,1565,广东 广州
"5021307297072149	","5544737455	",2024-4-10 17:42,暗恋是,6856563484,许愿要在半个四季后,活着,119,291,0,1101,其他
"5021669779572272	","5658804418	",2024-4-10 17:54,sorry 下次我会注意的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021669904876719	","5970691024	",2024-4-10 17:54,@评论罗伯特 出来走两步,5970691024,伊枝_,感觉离死不远,236,1160,0,4259,海外
"5021670307794194	","7324474430	",2024-4-10 17:56,哈哈哈,7745513119,梅健身_贩卖日落soso,承欢记4.9CCTV8黄金档和腾讯视频，欢迎大家来观看许凯演的姚志明,1355,1238,0,2935,山东
"5021670523798479	","1820092961	",2024-4-10 17:58,感觉罗叔真的很有能力,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021670613452640	","6349687154	",2024-4-10 17:58,@评论罗伯特: 我觉得会哒[阴险],7067599298,-春桧梨纪-,怎么开心怎么过啦，怎么潇洒怎么活,83,510,0,10053,江苏
"5021670858031405	","7194987207	",2024-4-10 17:59,我也服了[允悲],7717179693,盆盆小狗统治我,已读不回的都去私,793,356,0,4557,其他
"5021670613452640	","6349687154	",2024-4-10 17:59,开播我就搞个守护[doge],7783295456,_-辰丧-_,kpl帆帆、ivl爱丽、飞车阿升 （唯,85,155,0,582,北京 西城区
"5021671056736835	","6121707436	",2024-4-10 17:59,稍等一下，我会尽快回复你,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021670858031405	","7194987207	",2024-4-10 17:59,宝，你收什么卡,7825179444,吃饭不吃米430,,57,334,0,360,广东
"5021671190692759	","3588880077	",2024-4-10 18:00,下次我会尽量留下评语的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021670858031405	","7194987207	",2024-4-10 18:01,就是,6633172897,海边一螺,独自快乐 别来发癫,109,126,0,2038,广东 广州
"5021579637689616	","1943077874	",2024-4-10 18:22,@评论罗伯特 你不说话我真的很难过,1943077874,里布执,人间拖拉机? 喜欢说屁话,319,951,0,2425,北京
"5021669947872444	","7564317858	",2024-4-10 18:29,他贱贱嘟,5712733435,今年一定会很幸运,溺爱小为/好奇心重 什么都喜欢看,1013,729,0,8150,山东
"5021307028901055	","7526777918	",2024-4-10 18:42,是罗伯特不爱你吗,3743207340,·Yy007,讨厌下雨……,251,337,0,277,重庆 渝北区
"5021670047744405	","7391851062	",2024-4-10 18:42,[彩虹屁][彩虹屁][彩虹屁],1735067762,琥珀咪咪,享受生活的每一個當下,188,386,0,4116,台湾 其他
"5021670047744405	","7391851062	",2024-4-10 18:42,我觉得还是你靠谱,2561065495,calla2007,在路上,45,578,0,18297,江苏
"5021670047744405	","7391851062	",2024-4-10 18:42,还是比较靠谱的吧,2520671861,萱饻沫,"长大以后,我只能奔跑。我多害怕,黑暗中跌倒。",14,380,0,8974,其他
"5021670047744405	","7391851062	",2024-4-10 18:42,但凡灵魂相似的人，都会重逢～,1840495820,予风复笙歌nd,无,160,1657,0,68508,广东
"5021670047744405	","7391851062	",2024-4-10 18:42,太棒了吧,2974691903,阿鸟前辈丶,,16,308,0,1745,浙江 嘉兴
"5021670047744405	","7391851062	",2024-4-10 18:42,确实挺有意思啊。,3876414593,细细诉说慢慢倾听,岁月静好,39,723,0,29474,西藏 拉萨
"5021670047744405	","7391851062	",2024-4-10 18:42,你太厉害了真的！,2068732267,阿刘帅畅,我就是我！没什么好介绍！,167,480,0,9041,云南 昆明
"5021670047744405	","7391851062	",2024-4-10 18:42,重叠泪痕缄锦字，人生只有情难死。,2284007170,Lisayang0212_488,,26,670,0,19811,江苏
"5021670047744405	","7391851062	",2024-4-10 18:42,很是期待精彩的表现呀,2138859712,星座韵味,,27,397,0,9635,香港 其他
"5021670047744405	","7391851062	",2024-4-10 18:42,讲的非常有道理，,6055606572,冰糖雪碧Q·,追风赶月莫停留，平芜尽处是春山。,11,182,0,2926,陕西
"5021670047744405	","7391851062	",2024-4-10 18:42,走自己的道路，看自己的风景。,1880222435,陈成余,本公司专业生产传蝶品牌羊毛衫,151,328,0,9081,浙江 温州
"5021670047744405	","7391851062	",2024-4-10 18:42,也不必刻意判断他人的心思,5746782039,xiuxiu丶duang,有遗憾才美，但是永远不甘心,37,251,0,1178,湖南 长沙
"5021670047744405	","7391851062	",2024-4-10 18:42,[嘻嘻][嘻嘻][嘻嘻],5608565415,崔磊小崔崔,随便玩一玩吧、,20,177,0,4808,其他
"5021670047744405	","7391851062	",2024-4-10 18:42,自由是独立，不依附，不恐惧。,1676244270,儍啦吧叽,,73,876,0,24199,广东 深圳
"5021670613452640	","6349687154	",2024-4-10 18:54,赌杨帆肚子上的肉肉 不会[馋嘴],7354647586,松野屿眠,坚韧不拔 锲而不舍 的纯爱战士,228,41,0,1164,其他
"5021670613452640	","6349687154	",2024-4-10 18:58,用漾帆的八块腹肌赌，今晚一定直播[收到],6526881648,寒风吹过雨飘落,雨过天晴??,97,297,0,1227,海外
"5021671190692759	","3588880077	",2024-4-10 19:02,不要为难我们罗伯特好不好[喵喵][喵喵][喵喵][喵喵],5736422594,温酒以梨,看破文 追破漫 玩破游 享破烂人生,12,254,0,324,其他
"5021670613452640	","6349687154	",2024-4-10 19:03,感觉要比赛了可能不会开了 但是想念[苦涩],5171528608,Catherine__Oocy,你哪位,77,382,1,1766,其他
"5021670613452640	","6349687154	",2024-4-10 19:04,一天一休 今天轮休了[融化],7752165062,送我一只修狗,,37,143,1,52,其他
"5021670613452640	","6349687154	",2024-4-10 21:25,不会,6004307072,宇宙超级皮卡丘丘丘丘,一帆风顺,93,435,0,40,山东 济宁
"5021399451961540	","7838638330	",2024-4-10 21:47,[打call],7887675929,Lyn爱唠嗑,爱啃榴莲皮的 snake,35,102,0,711,其他
"5021398298790754	","1771662863	",2024-4-10 22:22,这玩意上次我随便发一个微博他上来就叫我老公[微笑],7788885652,困kunki,,3,46,1,210,北京
"5021307693436183	","2309151102	",2024-4-10 22:30,还真来了,2861952447,不叫叉子,好，走。,17,45,0,163,广东
"5021670613452640	","6349687154	",2024-4-10 23:02,好好好，直播了！！！,6349687154,青梅绿茶真的配,达利园青梅绿茶yyds,110,119,0,270,河北 石家庄
"5021484259213533	","7810367170	",2024-4-10 23:24,?没关系的，大家都会做错选择，会莫名其妙的掉泪，走在路上会突然崩溃，但不影响我们去看看晚霞，并再次爱上这个世界,7876057894,lyx66_j11,,428,481,0,2406,其他
"5021484259213533	","7810367170	",2024-4-10 23:24,大量善行可能出于严厉，更多的是出于爱，但最多的还是出于清晰的了解和无偏见的公正。,7876367005,lyx66_22,,461,546,0,2469,其他
"5021484259213533	","7810367170	",2024-4-10 23:25,相信梦想是价值的源泉，相信眼光决定未来的一切，相信成功的信念比成功本身更重要，相信人生有挫折没有失败，相信生命的质量来自决不妥协的信念。 ???,7781894773,Iris66_2023,Only for Luo Yun Xi Leo,858,1014,0,5114,上海
"5021484259213533	","7810367170	",2024-4-10 23:25,?错过落日余晖，还可以期待满天繁星,7886688288,Iris66_4,,387,437,0,1737,其他
"5021484259213533	","7810367170	",2024-4-10 23:25,?错过落日余晖，还可以期待满天繁星,7875976041,lyx66_j1,,510,587,0,2619,其他
"5021484259213533	","7810367170	",2024-4-10 23:25,别为过去哭泣，过去已经过去。别为未来焦虑，未来还未到来。要活在当下，还要活的漂亮。 ???,7876300315,lyx66_j2,,454,542,0,2450,其他
"5021484259213533	","7810367170	",2024-4-10 23:25,?别贪心，你不可能全部拥有；也别沮丧，你不可能一无所有,7810367170,Iris66_2022,Only for Luo Yun Xi Leo,11993,2440,0,16894,上海
"5021484259213533	","7810367170	",2024-4-10 23:25,善是一种美德，人善是一种修养，真善是一种功德，对人要有一种诚信，对事要有一种明白，要学会尊敬，要学会安静和祥和。,7886385134,Iris66_3,,364,394,0,1686,其他
"5021484259213533	","7810367170	",2024-4-10 23:25,不同的年龄，不同的取舍，不同的岁月，不同的生活，过好每个年龄段的自己。 ??,7886385196,Iris66_33,Only for Luo Yun Xi Leo,321,355,0,1628,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,运气是努力的附属品，没有经过实力的积累，给你运气你也抓不住，你必须很努力，才能遇上好运气。,7876057894,lyx66_j11,,428,481,0,2406,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,善是一种美德，人善是一种修养，真善是一种功德，对人要有一种诚信，对事要有一种明白，要学会尊敬，要学会安静和祥和。,7876367005,lyx66_22,,461,546,0,2469,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,怀着美好的希望，勇敢的走着，跌倒了再爬起，失败了就再努力，永远相信明天会更好，永远相信不管自己再平凡，都会拥有属于自己的幸福，这才是平凡人生中最灿烂的风景。 ?,7781894773,Iris66_2023,Only for Luo Yun Xi Leo,858,1014,0,5114,上海
"5021484131811566	","7810367170	",2024-4-10 23:25,?五颜六色的生活，不应该乱七八糟的过,7886688288,Iris66_4,,387,437,0,1737,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,漫漫人生路，我们会遇到许多人、经历许多事。无论遇见什么，一定要学会拥有一颗宽容而真诚的心。改变不了世界，改变不了别人，可以改变自己，改变自己对待世界、对待别人的态度：淡然处事，宽容待人。,7875976041,lyx66_j1,,510,587,0,2619,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,?错过落日余晖，还可以期待满天繁星,7876300315,lyx66_j2,,454,542,0,2450,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,只要你像是雏鹰，无数次张开翅膀，有一次正好刮过来风，那是一股上升的气流。如果你蜷缩在巢中，无论刮过怎样的风，对你都只是寒冷。你需要自己努力，将困苦变成优势。,7886385196,Iris66_33,Only for Luo Yun Xi Leo,321,355,0,1628,其他
"5021484131811566	","7810367170	",2024-4-10 23:25,在最平凡的生活里，谦卑和努力。总有一天，你会站在最亮的地方，活成自己曾经渴望的模样。,7886385134,Iris66_3,,364,394,0,1686,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,斜阳疏影，繁星列于掌心；斗转星移，江河流于心间。也曾形单只影，也曾踽踽独行，也曾奢求温暖，也曾留恋人间。万般付流水，唯有踏碎凌霄，主宰自己的天命。@罗云熙Leo,7886688288,Iris66_4,,387,437,0,1737,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,皎皎兮似轻云之蔽月，飘飘兮若回风之流雪@罗云熙Leo,7875976041,lyx66_j1,,510,587,0,2619,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,?.?你我在宇宙里恰好浪漫的相遇??@罗云熙Leo,7886385134,Iris66_3,,364,394,0,1686,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,万年际会，山水相逢。每一个角色，都在你创造的那一瞬间，而真正有了生命，而真正迸发独一无二的魅力。我不可以，但我们可以。@罗云熙Leo,7876057894,lyx66_j11,,428,481,0,2406,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,人生是一场消耗，要把美好的时光放在喜欢的人与事上。@罗云熙Leo,7781894773,Iris66_2023,Only for Luo Yun Xi Leo,858,1014,0,5114,上海
"5021484131811566	","7810367170	",2024-4-10 23:33,人间有风，有雨，有阳光，还有一个不错的你@罗云熙Leo,7886385196,Iris66_33,Only for Luo Yun Xi Leo,321,355,0,1628,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,"黄昏，想着微醺事，听着歌里的你。 ?? ????, ???? ????? ????? ??????, ?????? ?? ??? ?? ???? ????. @罗云熙Leo",7876367005,lyx66_22,,461,546,0,2469,其他
"5021484131811566	","7810367170	",2024-4-10 23:33,宽容，来自一颗善待他人的心。涵养，来自一颗包容的心。高度，来自一颗豁达的心。@罗云熙Leo,7876300315,lyx66_j2,,454,542,0,2450,其他
"5021308134622116	","7182887693	",2024-4-10 23:48,今日的我你爱答不理 明日的我你高攀不起[哼],7903664136,别草我老公,镇魂/10后小学生 备战小升初中  卡批无雷 你不雷我就行 进你主页是被才华吸引别咔我,135,1031,0,1747,其他
"5021760541952257	","7478953614	",2024-4-10 23:55,@评论罗伯特  为什么我们主播今天掉分了 你说话啊,7881573281,4399电竞选手小c,趁我还鲜活 不许任何人熄灭我 镇魂,22,144,0,798,其他
"5021760665686009	","7870083860	",2024-4-10 23:55,没问题，下次一定准时出现,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021760617713570	","5092430360	",2024-4-10 23:55,你太太真的很漂亮呢,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021760983928210	","6452627726	",2024-4-10 23:56,不好意思啦！下次我会注意的~,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021760979997853	","6490559757	",2024-4-10 23:57,我帮你回答吧 都喜欢,6490559757,恶兆妖鬼与不完美律法,有没有一个完美的距离能让难耐癫火刚好烤熟一个披萨？/一个乱讲话的小号，用来存奇怪想法的，坑不一定填 吃的很怪而且没素质 去关注这个：@-東瓷-,0,35,0,377,海外
"5021760869108337	","6109902357	",2024-4-10 23:57,下次会准时来你的博客的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021761200457851	","7805833722	",2024-4-10 23:57,应该是我的大广场体消失了[跪了][跪了][失望][失望],7805833722,我猫是要哄的kid,一具尸体,0,107,0,848,其他
"5021760617713570	","5092430360	",2024-4-10 23:57,@一颗乌鱼子- 你看,5092430360,二月又过了五天,?? 说废话 啥都发 ?,609,503,1,2300,其他
"5021761512933998	","6138236338	",2024-4-10 23:58,为什么不来 我们绝交吧[哼],6138236338,唤岁沫,,25,47,0,150,其他
"5021761512933998	","6138236338	",2024-4-10 23:59,我来了！我会尽快留下我的痕迹~,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021761712426404	","7274659802	",2024-4-10 23:59,我很需要你的照顾和关怀,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021761512933998	","6138236338	",2024-4-11 0:08,周泽贤,7765654435,啵泥猪不是玻璃珠,0人在意你,12,129,0,274,其他
"5021761814923290	","7624470618	",2024-4-11 0:13,笑鼠,6817170672,春时易遇,嘴易遇的你们都亖了祝你们抽不到自推??,168,471,0,1536,其他
"5021760541952257	","7478953614	",2024-4-11 0:14,@评论罗伯特  为什么我们主播今天掉分了 你说话啊 ???,5309910273,·柳成荫·,不发微博就是死了。镇魂,2179,433,0,6472,其他
"5021761677033651	","5978481252	",2024-4-11 0:43,家大业大[嘻嘻],7702519707,抹茶玄米冻,镇魂｜追风赶月莫停留,68,247,0,1185,其他
"5021760755860576	","6809160766	",2024-4-11 0:48,@旗舰痧手俾斯麦2号机 你不是也被盯上了么,6491434902,野生的染血黑兔,唔姆！！！,248,1531,0,6393,其他
"5020945559588259	","6867466052	",2024-4-11 1:50,[哆啦A梦微笑]？说我无所谓？？？好好好好好好好,6270432143,趙六七嘛,讨坏型人格,181,1032,0,1359,其他
"5020945559588259	","6867466052	",2024-4-11 1:53,???,6270432143,趙六七嘛,讨坏型人格,181,1032,0,1359,其他
"5020945559588259	","6867466052	",2024-4-11 1:53,算了??????????????????????????????????????????????????????????????????????????????,6270432143,趙六七嘛,讨坏型人格,181,1032,0,1359,其他
"5021825385890538	","7766291175	",2024-4-11 4:12,试试数羊，从羊数到氢弹爆炸,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021825803747412	","5767852990	",2024-4-11 4:14,罗伯特：我在这里，随时准备倾听你的心事[心],5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021829734072394	","7589732499	",2024-4-11 4:30,兄dei，你的诗写得真不错，不过我觉得“武昌”应该是在“江上春风留客舟”之前到达的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5021834026418708	","7435726475	",2024-4-11 4:53,哈哈哈哈哈哈哈,7411389425,#NAME?,逃出苦难向春山,2710,1504,0,2961,安徽
"5021835955798653	","7835583622	",2024-4-11 5:01,罗伯特[融化]@评论罗伯特,7835583622,半透明Barbierui,希望大家过得开心,1148,116,0,724,其他
"5021847596826739	","2320362697	",2024-4-11 5:40,你好，你感兴趣的“评论罗伯特”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #评论罗伯特[超话]#,5878659096,超话社区,,239144091,1395,0,24072,北京
"5021761814923290	","7624470618	",2024-4-11 6:56,哈哈哈哈哈哈哈[发芽],7852315993,亿羊羊烊,千纸鹤,27,197,0,773,其他
"5020854410809709	","5656339970	",2024-4-11 7:51,他还装起来了,3808815323,冉了呱唧,警惕变成无趣的大人,79,625,0,897,其他
"5021834888085831	","7416374044	",2024-4-11 7:53,笑死了[允悲],7708963283,小奇航行记-,你若和我同行 何必在意输赢?? ? ??@TF家族-左航,103,205,1,3628,重庆 綦江区
"5021834888085831	","7416374044	",2024-4-11 7:55,笑,6142214315,蛋酥肉桂卷,?????,13608,615,1,684,其他
"5021834888085831	","7416374044	",2024-4-11 7:58,宝贝，我在这里呢[心],7914016548,檐下三寸叶,?幸福幸福请降临我手心?,93,212,1,121,其他
"5021834888085831	","7416374044	",2024-4-11 8:03,不行笑死我了[馋嘴],7755447553,kawa_纽州闖咩,我说熙铭是真爱 我的真爱是左航,10452,175,1,1045,其他
"5021761638499132	","2877574522	",2024-4-11 8:22,它都快成铁粉了,7030704219,日初长_,,7,115,0,4002,其他
"5020372748993009	","7382046833	",2024-4-11 9:56,ss不要给qfjl请给小桔子@桔黎咕噜l,6055370718,桔黎咕噜l,我想，你一切都好??｜镇魂真的可以防s吗,1804,446,0,4073,江苏
"5020372748993009	","7382046833	",2024-4-11 9:56,我来咯,6055370718,桔黎咕噜l,我想，你一切都好??｜镇魂真的可以防s吗,1804,446,0,4073,江苏
"5020372748993009	","7382046833	",2024-4-11 9:56,许愿[收到],6055370718,桔黎咕噜l,我想，你一切都好??｜镇魂真的可以防s吗,1804,446,0,4073,江苏
"5021217717225533	","6399696952	",2024-4-11 10:03,笑鼠我了,1769997294,一只川卷儿,,529,671,0,210,海外 其他
"5005090824660647	","7603069182	",2024-4-11 11:15,额[作揖]最后还是没去,7603069182,爱如火烈烈,,0,104,0,88,山东 济南
"5021941696037607	","7487708293	",2024-4-11 11:55,哈哈哈,7491942823,小屿亭椿_為画画发疯版,月我没回，就sx我，不要单取                                         无痕双和单取，直接拉黑哦宝子们,10494,3237,0,2984,河南
